Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Objects Base/CreateNewFamilyTree/Page_Embla Familie og Slekt/div_Hello PIG Administrere familietrrOppret_4b7e8e""))",Chrome 106.0.0.0,,,2022-10-10 15:04:11,2022-10-10 15:04:13,1.890s,PASSED
"click(findTestObject(""Object Repository/Objects Base/CreateNewFamilyTree/Page_Embla Familie og Slekt/div_Opprett nytt slektstre""))",Chrome 106.0.0.0,,,2022-10-10 15:04:13,2022-10-10 15:04:14,0.402s,PASSED
"setText(findTestObject(""Page_Embla Familie og Slekt/input_Navnet til familietreet_ProjectName""), variable)",Chrome 106.0.0.0,,,2022-10-10 15:04:14,2022-10-10 15:04:14,0.464s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/FamilyEditor,Chrome 106.0.0.0,,,2022-10-10 15:04:14,2022-10-10 15:04:22,7.704s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:04:14,2022-10-10 15:04:15,0.688s,PASSED
"click(findTestObject(""Object Repository/EditorNavigation/Page_Embla Familie og Slekt/li_RessurserOversiktPersonFamilieStedsnavns_bc2571""))",Chrome 106.0.0.0,,,2022-10-10 15:04:15,2022-10-10 15:04:19,3.518s,PASSED
"click(findTestObject(""Object Repository/EditorNavigation/Page_Embla Familie og Slekt/li_Familie""))",Chrome 106.0.0.0,,,2022-10-10 15:04:19,2022-10-10 15:04:19,0.476s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:04:19,2022-10-10 15:04:22,2.795s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:04:22,2022-10-10 15:04:22,0.028s,PASSED
,,,,,,,
Test Cases/SmokeTestCases/MemberEditor,Chrome 106.0.0.0,,,2022-10-10 15:04:22,2022-10-10 15:04:54,31.863s,FAILED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:04:22,2022-10-10 15:04:22,0.018s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/div_OversiktFamiliePerson""))",Chrome 106.0.0.0,,,2022-10-10 15:04:22,2022-10-10 15:04:54,31.559s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/MemberEditor,Chrome 106.0.0.0,,,2022-10-10 15:04:54,2022-10-10 15:05:25,31.642s,FAILED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:04:54,2022-10-10 15:04:54,0.019s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/div_OversiktFamiliePerson""))",Chrome 106.0.0.0,,,2022-10-10 15:04:54,2022-10-10 15:05:25,31.615s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/PublishFanChartReport,Chrome 106.0.0.0,,,2022-10-10 15:05:25,2022-10-10 15:05:37,11.543s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:05:26,2022-10-10 15:05:26,0.025s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:05:26,2022-10-10 15:05:26,0.635s,PASSED
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/li_RapporterRapportpanelAnesirkelAnesirkel _43cf84""))",Chrome 106.0.0.0,,,2022-10-10 15:05:26,2022-10-10 15:05:30,3.361s,PASSED
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/li_Anesirkel (blader)""))",Chrome 106.0.0.0,,,2022-10-10 15:05:30,2022-10-10 15:05:30,0.424s,PASSED
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/div_Publiser""))",Chrome 106.0.0.0,,,2022-10-10 15:05:30,2022-10-10 15:05:33,3.274s,PASSED
"setText(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/input_Tittel_reportTitle""), ""Pasi"")",Chrome 106.0.0.0,,,2022-10-10 15:05:33,2022-10-10 15:05:34,0.837s,PASSED
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/button_Publiser""))",Chrome 106.0.0.0,,,2022-10-10 15:05:34,2022-10-10 15:05:35,0.495s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:05:35,2022-10-10 15:05:37,2.254s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:05:37,2022-10-10 15:05:37,0.015s,PASSED
,,,,,,,
Test Cases/SmokeTestCases/MulitimediaList,Chrome 106.0.0.0,,,2022-10-10 15:05:37,2022-10-10 15:06:13,36.029s,FAILED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:05:37,2022-10-10 15:05:37,0.026s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:05:37,2022-10-10 15:05:38,0.590s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_RessurserOversiktPersonFamilieStedsnavns_bc2571""))",Chrome 106.0.0.0,,,2022-10-10 15:05:38,2022-10-10 15:05:41,3.424s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_Multimedialiste""))",Chrome 106.0.0.0,,,2022-10-10 15:05:41,2022-10-10 15:05:42,0.393s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:05:42,2022-10-10 15:05:42,0.024s,PASSED
"click(findTestObject(""ViewMulitimediaList/Page_Embla Familie og Slekt/button_Avbryt""))",Chrome 106.0.0.0,,,2022-10-10 15:05:42,2022-10-10 15:06:13,31.273s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/ViewFanChartReport,Chrome 106.0.0.0,,,2022-10-10 15:06:13,2022-10-10 15:06:24,11.492s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:06:13,2022-10-10 15:06:13,0.020s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:06:13,2022-10-10 15:06:14,0.603s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:06:14,2022-10-10 15:06:18,3.844s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_RapporterRapportpanelAnesirkelAnesirkel _43cf84""))",Chrome 106.0.0.0,,,2022-10-10 15:06:18,2022-10-10 15:06:21,3.476s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_Anesirkel""))",Chrome 106.0.0.0,,,2022-10-10 15:06:21,2022-10-10 15:06:22,0.391s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:06:22,2022-10-10 15:06:24,2.907s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:06:24,2022-10-10 15:06:24,0.021s,PASSED
