Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:27:58,2022-10-10 15:28:00,2.234s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:28:00,2022-10-10 15:28:00,0.020s,PASSED
,,,,,,,
Test Cases/SmokeTestCases/MulitimediaList,Chrome 106.0.0.0,,,2022-10-10 15:28:00,2022-10-10 15:28:37,36.668s,FAILED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:28:01,2022-10-10 15:28:01,0.017s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:28:01,2022-10-10 15:28:01,0.638s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_RessurserOversiktPersonFamilieStedsnavns_bc2571""))",Chrome 106.0.0.0,,,2022-10-10 15:28:01,2022-10-10 15:28:05,3.555s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_Multimedialiste""))",Chrome 106.0.0.0,,,2022-10-10 15:28:05,2022-10-10 15:28:05,0.406s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:28:05,2022-10-10 15:28:05,0.032s,PASSED
"click(findTestObject(""ViewMulitimediaList/Page_Embla Familie og Slekt/button_Avbryt""))",Chrome 106.0.0.0,,,2022-10-10 15:28:05,2022-10-10 15:28:37,31.512s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/ViewFanChartReport,Chrome 106.0.0.0,,,2022-10-10 15:28:37,2022-10-10 15:28:48,11.643s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:28:37,2022-10-10 15:28:37,0.023s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 15:28:37,2022-10-10 15:28:37,0.325s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:28:37,2022-10-10 15:28:41,3.938s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_RapporterRapportpanelAnesirkelAnesirkel _43cf84""))",Chrome 106.0.0.0,,,2022-10-10 15:28:41,2022-10-10 15:28:45,3.434s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_Anesirkel""))",Chrome 106.0.0.0,,,2022-10-10 15:28:45,2022-10-10 15:28:45,0.438s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 15:28:45,2022-10-10 15:28:48,3.202s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 15:28:48,2022-10-10 15:28:48,0.018s,PASSED
