Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/div_Publiser""))",Chrome 106.0.0.0,,,2022-10-10 14:55:08,2022-10-10 14:55:12,3.193s,PASSED
"setText(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/input_Tittel_reportTitle""), ""Pasi"")",Chrome 106.0.0.0,,,2022-10-10 14:55:12,2022-10-10 14:55:13,0.945s,PASSED
"click(findTestObject(""Object Repository/PublishFanReport/Page_Embla Familie og Slekt/button_Publiser""))",Chrome 106.0.0.0,,,2022-10-10 14:55:13,2022-10-10 14:55:13,0.490s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 14:55:13,2022-10-10 14:55:15,2.313s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 14:55:15,2022-10-10 14:55:15,0.019s,PASSED
,,,,,,,
Test Cases/SmokeTestCases/MulitimediaList,Chrome 106.0.0.0,,,2022-10-10 14:55:15,2022-10-10 14:55:52,36.210s,FAILED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 14:55:16,2022-10-10 14:55:16,0.010s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 14:55:16,2022-10-10 14:55:16,0.549s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_RessurserOversiktPersonFamilieStedsnavns_bc2571""))",Chrome 106.0.0.0,,,2022-10-10 14:55:16,2022-10-10 14:55:20,3.554s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/li_Multimedialiste""))",Chrome 106.0.0.0,,,2022-10-10 14:55:20,2022-10-10 14:55:20,0.445s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 14:55:20,2022-10-10 14:55:20,0.020s,PASSED
"click(findTestObject(""Object Repository/ViewMulitimediaList/Page_Embla Familie og Slekt/button_Avbryt""))",Chrome 106.0.0.0,,,2022-10-10 14:55:20,2022-10-10 14:55:52,31.350s,FAILED
,,,,,,,
Test Cases/SmokeTestCases/ViewFanChartReport,Chrome 106.0.0.0,,,2022-10-10 14:55:52,2022-10-10 14:56:03,11.369s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 14:55:52,2022-10-10 14:55:52,0.014s,PASSED
"navigateToUrl(""http://dev.ft.embla.no/dashboard"")",Chrome 106.0.0.0,,,2022-10-10 14:55:52,2022-10-10 14:55:52,0.605s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 14:55:52,2022-10-10 14:55:56,3.525s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_RapporterRapportpanelAnesirkelAnesirkel _43cf84""))",Chrome 106.0.0.0,,,2022-10-10 14:55:56,2022-10-10 14:55:59,3.479s,PASSED
"click(findTestObject(""Object Repository/ViewFanChartReport/Page_Embla Familie og Slekt/li_Anesirkel""))",Chrome 106.0.0.0,,,2022-10-10 14:55:59,2022-10-10 14:56:00,0.419s,PASSED
"click(findTestObject(""EditorNavigation/Page_Embla Familie og Slekt/a_Hjem""))",Chrome 106.0.0.0,,,2022-10-10 14:56:00,2022-10-10 14:56:03,3.071s,PASSED
"waitForPageLoad(0, STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-10 14:56:03,2022-10-10 14:56:03,0.021s,PASSED
